Sr.No.,Element Name,Period,Unit,Decimals,Fact Value
291,SegmentAssets,01-01-2024 To 31-03-2024,OneReportableSegmentAssets10D,-5.0,0.00
292,SegmentAssets,01-01-2024 To 31-03-2024,OneD,-5.0,349524600000.00
293,UnAllocableAssets,31-03-2024,OneI,-5.0,11881600000.00
294,NetSegmentAssets,31-03-2024,OneI,-5.0,361406200000.00
295,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Cement & Cement Products
296,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities01I,-5.0,13653400000.00
297,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Construction
298,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities02I,-5.0,16666000000.00
299,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Fertilizers
300,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities03I,-5.0,7995200000.00
301,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Hotel/Hospitality & Golf Course
302,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities04I,-5.0,2363400000.00
303,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Infrastructure
304,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities05I,-5.0,768400000.00
305,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Investments
306,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities06I,-5.0,0.00
307,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Others
308,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities07I,-5.0,1525800000.00
309,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Power
310,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities08I,-5.0,669700000.00
311,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Real Estate
312,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities09I,-5.0,37903100000.00
313,DescriptionOfReportableSegment,01-01-2024 To 31-03-2024,,,Unallocated
314,SegmentLiabilities,31-03-2024,OneReportableSegmentLiabilities10I,-5.0,0.00
315,SegmentLiabilities,31-03-2024,OneI,-5.0,81545000000.00
316,UnAllocableLiabilities,31-03-2024,OneI,-5.0,306312200000.00
317,NetSegmentLiabilities,31-03-2024,OneI,-5.0,387857200000.00
318,AdjustmentsForFinanceCosts,01-01-2024 To 31-03-2024,FourD,-5.0,10279300000.00
319,AdjustmentsForDecreaseIncreaseInInventories,01-01-2024 To 31-03-2024,FourD,-5.0,5333700000.00
320,AdjustmentsForDecreaseIncreaseInTradeReceivablesCurrent,01-01-2024 To 31-03-2024,FourD,-5.0,3996300000.00
321,AdjustmentsForDecreaseIncreaseInTradeReceivablesNoncurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
322,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,01-01-2024 To 31-03-2024,FourD,-5.0,11456700000.00
323,AdjustmentsForDecreaseIncreaseInOtherNoncurrentAssets,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
324,AdjustmentsForOtherFinancialAssetsNoncurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
325,AdjustmentsForOtherFinancialAssetsCurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
326,AdjustmentsForOtherBankBalances,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
327,AdjustmentsForIncreaseDecreaseInTradePayablesCurrent,01-01-2024 To 31-03-2024,FourD,-5.0,-9906500000.00
328,AdjustmentsForIncreaseDecreaseInTradePayablesNoncurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
329,AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
330,AdjustmentsForIncreaseDecreaseInOtherNoncurrentLiabilities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
331,AdjustmentsForDepreciationAndAmortisationExpense,01-01-2024 To 31-03-2024,FourD,-5.0,4920400000.00
332,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
333,AdjustmentsForProvisionsCurrent,01-01-2024 To 31-03-2024,FourD,-5.0,1124000000.00
334,AdjustmentsForProvisionsNoncurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
335,AdjustmentsForOtherFinancialLiabilitiesCurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
336,AdjustmentsForOtherFinancialLiabilitiesNoncurrent,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
337,AdjustmentsForUnrealisedForeignExchangeLossesGains,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
338,AdjustmentsForDividendIncome,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
339,AdjustmentsForInterestIncome,01-01-2024 To 31-03-2024,FourD,-5.0,1497700000.00
340,AdjustmentsForSharebasedPayments,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
341,AdjustmentsForFairValueGainsLosses,01-01-2024 To 31-03-2024,FourD,-5.0,-324800000.00
342,AdjustmentsForUndistributedProfitsOfAssociates,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
343,OtherAdjustmentsForWhichCashEffectsAreInvestingOrFinancingCashFlow,01-01-2024 To 31-03-2024,FourD,-5.0,250700000.00
344,OtherAdjustmentsToReconcileProfitLoss,01-01-2024 To 31-03-2024,FourD,-5.0,-3755100000.00
345,OtherAdjustmentsForNoncashItems,01-01-2024 To 31-03-2024,FourD,-5.0,2373600000.00
346,ShareOfProfitAndLossFromPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
347,AdjustmentsForReconcileProfitLoss,01-01-2024 To 31-03-2024,FourD,-5.0,24250600000.00
348,CashFlowsFromUsedInOperations,01-01-2024 To 31-03-2024,FourD,-5.0,12555300000.00
349,DividendsReceivedClassifiedAsOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
350,InterestPaidClassifiedAsOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
351,InterestReceivedClassifiedAsOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
352,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,858200000.00
353,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
354,CashFlowsFromUsedInOperatingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,11697100000.00
355,CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
356,CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
357,OtherCashReceiptsFromSalesOfEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
358,OtherCashPaymentsToAcquireEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
359,OtherCashReceiptsFromSalesOfInterestsInJointVenturesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
360,OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
361,CashReceiptsFromShareOfProfitsOfPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
362,CashPaymentForInvestmentInPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
363,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,619500000.00
364,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,2291400000.00
365,ProceedsFromSalesOfInvestmentPropertyClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
366,PurchaseOfInvestmentPropertyClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
367,ProceedsFromSalesOfIntangibleAssetsUnderDevelopment,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
368,PurchaseOfIntangibleAssetsUnderDevelopment,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
369,ProceedsFromSalesOfGoodwillClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
370,PurchaseOfGoodwillClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
371,ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
372,PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
373,ProceedsFromBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
374,PurchaseOfBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
375,ProceedsFromSalesOfOtherLongTermAssetsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,3283200000.00
376,PurchaseOfOtherLongTermAssetsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
377,CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
378,CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
379,CashPaymentsForFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
380,CashReceiptsFromFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
381,DividendsReceivedClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
382,InterestReceivedClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,312400000.00
383,IncomeTaxesPaidRefundClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
384,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,-582900000.00
385,ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
386,CashFlowsFromUsedInInvestingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,1340800000.00
387,ProceedsFromChangesInOwnershipInterestsInSubsidiaries,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
388,PaymentsFromChangesInOwnershipInterestsInSubsidiaries,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
389,ProceedsFromIssuingSharesClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
390,ProceedsFromIssuingOtherEquityInstruments,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
391,PaymentsToAcquireOrRedeemEntitysShares,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
392,PaymentsOfOtherEquityInstruments,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
393,ProceedsFromExerciseOfStockOptions,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
394,ProceedsFromIssuingDebenturesNotesBondsEtc,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
395,ProceedsFromBorrowingsClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,50000000.00
396,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,8300000000.00
397,PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,84700000.00
398,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
399,DividendsPaidClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
400,InterestPaidClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,1265900000.00
401,IncomeTaxesPaidRefundClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
402,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
403,CashFlowsFromUsedInFinancingActivities,01-01-2024 To 31-03-2024,FourD,-5.0,-9600600000.00
404,IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,01-01-2024 To 31-03-2024,FourD,-5.0,3437300000.00
405,EffectOfExchangeRateChangesOnCashAndCashEquivalents,01-01-2024 To 31-03-2024,FourD,-5.0,0.00
406,IncreaseDecreaseInCashAndCashEquivalents,01-01-2024 To 31-03-2024,FourD,-5.0,3437300000.00
407,CashAndCashEquivalentsCashFlowStatement,01-01-2024 To 31-03-2024,FourD,-5.0,3300500000.00
408,CashAndCashEquivalentsCashFlowStatement,01-01-2024 To 31-03-2024,FourD,-5.0,6737800000.00
409,AmountOfItemThatWillNotBeReclassifiedToProfitAndLoss,01-01-2024 To 31-03-2024,OneD,-5.0,-30500000.00
410,AmountOfItemThatWillNotBeReclassifiedToProfitAndLoss,01-01-2024 To 31-03-2024,FourD,-5.0,-29400000.00
411,IncomeTaxRelatingToItmesThatWillNotBeReclassifiedToProfitOrLoss,01-01-2024 To 31-03-2024,OneD,-5.0,400000.00
412,IncomeTaxRelatingToItmesThatWillNotBeReclassifiedToProfitOrLoss,01-01-2024 To 31-03-2024,FourD,-5.0,700000.00
