Sr.No.,Element Name,Period,Unit,Decimals,Fact Value
291,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Fertilizers
292,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities03I,-5.0,8577400000.00
293,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Hotel/Hospitality & Golf Course
294,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities04I,-5.0,2140700000.00
295,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Infrastructure
296,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities05I,-5.0,856400000.00
297,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Investments
298,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities06I,-5.0,0.00
299,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Others
300,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities07I,-5.0,1070500000.00
301,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Power
302,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities08I,-5.0,841100000.00
303,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Real Estate
304,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities09I,-5.0,42785900000.00
305,DescriptionOfReportableSegment,01-01-2023 To 31-03-2023,,,Unallocated
306,SegmentLiabilities,31-03-2023,OneReportableSegmentLiabilities10I,-5.0,0.00
307,SegmentLiabilities,31-03-2023,OneI,-5.0,90805400000.00
308,UnAllocableLiabilities,31-03-2023,OneI,-5.0,299902100000.00
309,NetSegmentLiabilities,31-03-2023,OneI,-5.0,390707500000.00
310,AdjustmentsForFinanceCosts,01-01-2023 To 31-03-2023,FourD,-5.0,10945000000.00
311,AdjustmentsForDecreaseIncreaseInInventories,01-01-2023 To 31-03-2023,FourD,-5.0,-2855200000.00
312,AdjustmentsForDecreaseIncreaseInTradeReceivablesCurrent,01-01-2023 To 31-03-2023,FourD,-5.0,4507100000.00
313,AdjustmentsForDecreaseIncreaseInTradeReceivablesNoncurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
314,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,01-01-2023 To 31-03-2023,FourD,-5.0,3177800000.00
315,AdjustmentsForDecreaseIncreaseInOtherNoncurrentAssets,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
316,AdjustmentsForOtherFinancialAssetsNoncurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
317,AdjustmentsForOtherFinancialAssetsCurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
318,AdjustmentsForOtherBankBalances,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
319,AdjustmentsForIncreaseDecreaseInTradePayablesCurrent,01-01-2023 To 31-03-2023,FourD,-5.0,3235600000.00
320,AdjustmentsForIncreaseDecreaseInTradePayablesNoncurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
321,AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
322,AdjustmentsForIncreaseDecreaseInOtherNoncurrentLiabilities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
323,AdjustmentsForDepreciationAndAmortisationExpense,01-01-2023 To 31-03-2023,FourD,-5.0,5126400000.00
324,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
325,AdjustmentsForProvisionsCurrent,01-01-2023 To 31-03-2023,FourD,-5.0,1061200000.00
326,AdjustmentsForProvisionsNoncurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
327,AdjustmentsForOtherFinancialLiabilitiesCurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
328,AdjustmentsForOtherFinancialLiabilitiesNoncurrent,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
329,AdjustmentsForUnrealisedForeignExchangeLossesGains,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
330,AdjustmentsForDividendIncome,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
331,AdjustmentsForInterestIncome,01-01-2023 To 31-03-2023,FourD,-5.0,1584500000.00
332,AdjustmentsForSharebasedPayments,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
333,AdjustmentsForFairValueGainsLosses,01-01-2023 To 31-03-2023,FourD,-5.0,-168000000.00
334,AdjustmentsForUndistributedProfitsOfAssociates,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
335,OtherAdjustmentsForWhichCashEffectsAreInvestingOrFinancingCashFlow,01-01-2023 To 31-03-2023,FourD,-5.0,-147000000.00
336,OtherAdjustmentsToReconcileProfitLoss,01-01-2023 To 31-03-2023,FourD,-5.0,-5272600000.00
337,OtherAdjustmentsForNoncashItems,01-01-2023 To 31-03-2023,FourD,-5.0,-1753400000.00
338,ShareOfProfitAndLossFromPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
339,AdjustmentsForReconcileProfitLoss,01-01-2023 To 31-03-2023,FourD,-5.0,16272400000.00
340,CashFlowsFromUsedInOperations,01-01-2023 To 31-03-2023,FourD,-5.0,8294300000.00
341,DividendsReceivedClassifiedAsOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
342,InterestPaidClassifiedAsOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
343,InterestReceivedClassifiedAsOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
344,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,686400000.00
345,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
346,CashFlowsFromUsedInOperatingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,7607900000.00
347,CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
348,CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
349,OtherCashReceiptsFromSalesOfEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
350,OtherCashPaymentsToAcquireEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
351,OtherCashReceiptsFromSalesOfInterestsInJointVenturesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
352,OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
353,CashReceiptsFromShareOfProfitsOfPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
354,CashPaymentForInvestmentInPartnershipFirmOrAssociationOfPersonsOrLimitedLiabilityPartnerships,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
355,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,523800000.00
356,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,1153000000.00
357,ProceedsFromSalesOfInvestmentPropertyClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
358,PurchaseOfInvestmentPropertyClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
359,ProceedsFromSalesOfIntangibleAssetsUnderDevelopment,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
360,PurchaseOfIntangibleAssetsUnderDevelopment,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
361,ProceedsFromSalesOfGoodwillClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
362,PurchaseOfGoodwillClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
363,ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
364,PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
365,ProceedsFromBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
366,PurchaseOfBiologicalAssetsOtherThanBearerPlantsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
367,ProceedsFromSalesOfOtherLongTermAssetsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
368,PurchaseOfOtherLongTermAssetsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,-1000000.00
369,CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
370,CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
371,CashPaymentsForFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
372,CashReceiptsFromFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
373,DividendsReceivedClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
374,InterestReceivedClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,216600000.00
375,IncomeTaxesPaidRefundClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
376,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,-750800000.00
377,ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
378,CashFlowsFromUsedInInvestingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,-1162400000.00
379,ProceedsFromChangesInOwnershipInterestsInSubsidiaries,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
380,PaymentsFromChangesInOwnershipInterestsInSubsidiaries,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
381,ProceedsFromIssuingSharesClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
382,ProceedsFromIssuingOtherEquityInstruments,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
383,PaymentsToAcquireOrRedeemEntitysShares,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
384,PaymentsOfOtherEquityInstruments,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
385,ProceedsFromExerciseOfStockOptions,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
386,ProceedsFromIssuingDebenturesNotesBondsEtc,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
387,ProceedsFromBorrowingsClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
388,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,3593600000.00
389,PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,59200000.00
390,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
391,DividendsPaidClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
392,InterestPaidClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,2595300000.00
393,IncomeTaxesPaidRefundClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
394,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
395,CashFlowsFromUsedInFinancingActivities,01-01-2023 To 31-03-2023,FourD,-5.0,-6248100000.00
396,IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,01-01-2023 To 31-03-2023,FourD,-5.0,197400000.00
397,EffectOfExchangeRateChangesOnCashAndCashEquivalents,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
398,IncreaseDecreaseInCashAndCashEquivalents,01-01-2023 To 31-03-2023,FourD,-5.0,197400000.00
399,CashAndCashEquivalentsCashFlowStatement,01-01-2023 To 31-03-2023,FourD,-5.0,0.00
400,CashAndCashEquivalentsCashFlowStatement,01-01-2023 To 31-03-2023,FourD,-5.0,197400000.00
401,AmountOfItemThatWillNotBeReclassifiedToProfitAndLoss,01-01-2023 To 31-03-2023,OneD,-5.0,44600000.00
402,AmountOfItemThatWillNotBeReclassifiedToProfitAndLoss,01-01-2023 To 31-03-2023,FourD,-5.0,50700000.00
403,IncomeTaxRelatingToItmesThatWillNotBeReclassifiedToProfitOrLoss,01-01-2023 To 31-03-2023,OneD,-5.0,300000.00
404,IncomeTaxRelatingToItmesThatWillNotBeReclassifiedToProfitOrLoss,01-01-2023 To 31-03-2023,FourD,-5.0,500000.00
